"ID","Acc","Dev","Cal","Paid","Outstanding","Incurred","PaidIncr"
6017,1998,10,2007,803778,546954,1350732,230642
6017,1998,11,2008,911983,118120,1030103,108205
6017,1998,12,2009,911983,50751,962734,0
6017,1998,13,2010,911983,12162,924146,0
6017,1998,14,2011,911983,584,912568,0
6017,1998,15,2012,911983,16,912000,0
6017,1998,16,2013,911983,116,912100,0
6017,1998,17,2014,911983,1,911984,0
6017,1998,18,2015,911983,22,912005,0
6017,1998,19,2016,911983,0,911984,0
6017,1998,20,2017,911983,0,911983,0
6018,1998,1,1998,1115,1572098,1573213,1115
6018,1998,2,1999,54178,1226956,1281135,53063
6018,1998,3,2000,54178,980666,1034845,0
6018,1998,4,2001,192632,1262949,1455581,138454
6018,1998,5,2002,432850,1384628,1817479,240218
6018,1998,6,2003,432850,611836,1044686,0
6018,1998,7,2004,432850,525657,958507,0
6018,1998,8,2005,699688,633627,1333315,266838
6018,1998,9,2006,1040363,673467,1713830,340675
6018,1998,10,2007,1040363,208818,1249181,0
6018,1998,11,2008,1040363,243989,1284352,0
6018,1998,12,2009,1040363,106008,1146370,0
6018,1998,13,2010,1040363,29678,1070041,0
6018,1998,14,2011,1040363,65243,1105606,0
6018,1998,15,2012,1040363,5666,1046028,0
6018,1998,16,2013,1040363,66,1040429,0
6018,1998,17,2014,1040363,63,1040426,0
6018,1998,18,2015,1040363,11,1040374,0
6018,1998,19,2016,1040363,3,1040366,0
6018,1998,20,2017,1040363,0,1040363,0
6019,1998,1,1998,5277,936436,941714,5277
6019,1998,2,1999,27575,996040,1023615,22298
6019,1998,3,2000,188756,1099171,1287928,161181
6019,1998,4,2001,188756,855869,1044625,0
6019,1998,5,2002,188756,1146492,1335248,0
6019,1998,6,2003,323350,819228,1142578,134594
6019,1998,7,2004,323473,693175,1016647,123
6019,1998,8,2005,374177,457283,831460,50704
6019,1998,9,2006,399384,182453,581837,25207
6019,1998,10,2007,519525,143526,663051,120141
6019,1998,11,2008,596100,72184,668284,76575
6019,1998,12,2009,819801,88435,908237,223701
6019,1998,13,2010,819801,1976,821778,0
6019,1998,14,2011,939055,11785,950839,119254
6019,1998,15,2012,939055,2610,941665,0
6019,1998,16,2013,967305,587,967892,28250
6019,1998,17,2014,967305,5,967311,0
6019,1998,18,2015,980762,109,980871,13457
6019,1998,19,2016,983884,112,983996,3122
6019,1998,20,2017,983884,0,983884,0
6020,1998,1,1998,32052,1098503,1130555,32052
6020,1998,2,1999,32052,763966,796018,0
6020,1998,3,2000,135093,1252444,1387537,103041
6020,1998,4,2001,135093,1074234,1209327,0
6020,1998,5,2002,463269,1310089,1773358,328176
6020,1998,6,2003,463269,915146,1378416,0
6020,1998,7,2004,474309,710529,1184838,11040
6020,1998,8,2005,624067,639685,1263752,149758
6020,1998,9,2006,624067,286725,910793,0
6020,1998,10,2007,819606,330199,1149805,195539
6020,1998,11,2008,1047189,413966,1461155,227583
6020,1998,12,2009,1047189,113311,1160500,0
6020,1998,13,2010,1047189,29985,1077174,0
6020,1998,14,2011,1047189,15225,1062415,0
6020,1998,15,2012,1047189,1296,1048485,0
6020,1998,16,2013,1047189,1936,1049125,0
6020,1998,17,2014,1047189,7999,1055189,0
6020,1998,18,2015,1047189,0,1047189,0
6020,1998,19,2016,1047189,0,1047189,0
6020,1998,20,2017,1047189,0,1047189,0
6021,1998,1,1998,133,601341,601474,133
6021,1998,2,1999,610,768115,768725,477
6021,1998,3,2000,32051,1015883,1047934,31441
6021,1998,4,2001,328660,1075429,1404089,296609
6021,1998,5,2002,328660,610728,939388,0
6021,1998,6,2003,429887,936965,1366851,101227
6021,1998,7,2004,429887,419012,848899,0
6021,1998,8,2005,644391,572504,1216895,214504
6021,1998,9,2006,644391,283154,927545,0
6021,1998,10,2007,644391,141571,785962,0
6021,1998,11,2008,644391,12103,656495,0
6021,1998,12,2009,799821,82877,882698,155430
6021,1998,13,2010,799821,88230,888051,0
6021,1998,14,2011,799821,18137,817958,0
6021,1998,15,2012,799821,170,799991,0
6021,1998,16,2013,799821,3267,803088,0
6021,1998,17,2014,799821,11,799832,0
6021,1998,18,2015,799821,1,799822,0
6021,1998,19,2016,799821,0,799821,0
6021,1998,20,2017,799821,1714,801535,0
6022,1998,1,1998,4,693054,693058,4
6022,1998,2,1999,3521,714560,718080,3517
6022,1998,3,2000,94581,1009239,1103820,91060
6022,1998,4,2001,254267,764123,1018390,159686
6022,1998,5,2002,254267,968133,1222400,0
6022,1998,6,2003,254267,625953,880220,0
6022,1998,7,2004,697661,765519,1463180,443394
6022,1998,8,2005,697661,372234,1069895,0
6022,1998,9,2006,697661,129706,827367,0
6022,1998,10,2007,817726,518572,1336298,120065
6022,1998,11,2008,834128,361140,1195267,16402
6022,1998,12,2009,834128,135762,969889,0
6022,1998,13,2010,834128,47458,881585,0
6022,1998,14,2011,834128,4447,838574,0
6022,1998,15,2012,834128,2308,836436,0
6022,1998,16,2013,834128,486,834614,0
6022,1998,17,2014,834128,1,834128,0
6022,1998,18,2015,834128,0,834128,0
6022,1998,19,2016,834128,44096,878224,0
6022,1998,20,2017,834128,0,834128,0
6023,1998,1,1998,735,1357963,1358698,735
6023,1998,2,1999,735,1016314,1017050,0
6023,1998,3,2000,55547,1126346,1181893,54812
6023,1998,4,2001,75266,997516,1072782,19719
6023,1998,5,2002,175567,973630,1149197,100301
6023,1998,6,2003,239208,840641,1079850,63641
6023,1998,7,2004,337862,622518,960380,98654
6023,1998,8,2005,439545,405968,845513,101683
6023,1998,9,2006,518020,249435,767455,78475
6023,1998,10,2007,722750,198680,921430,204730
6023,1998,11,2008,878918,158999,1037917,156168
6023,1998,12,2009,880155,48921,929076,1237
6023,1998,13,2010,1061350,587122,1648472,181195
6023,1998,14,2011,1061350,118721,1180071,0
6023,1998,15,2012,1061350,1209,1062558,0
6023,1998,16,2013,1061350,14,1061364,0
6023,1998,17,2014,1061350,94,1061443,0
6023,1998,18,2015,1061350,47,1061397,0
6023,1998,19,2016,1061350,1,1061351,0
6023,1998,20,2017,1061350,11,1061361,0
6024,1998,1,1998,615,961449,962063,615
6024,1998,2,1999,20997,1201787,1222783,20382
6024,1998,3,2000,20997,1224162,1245159,0
6024,1998,4,2001,273593,1282670,1556263,252596
6024,1998,5,2002,273593,1017750,1291343,0
6024,1998,6,2003,490590,1043173,1533763,216997
6024,1998,7,2004,549277,946450,1495727,58687
6024,1998,8,2005,690990,747618,1438608,141713
6024,1998,9,2006,690990,247937,938926,0
6024,1998,10,2007,868536,265920,1134456,177546
6024,1998,11,2008,868536,49591,918127,0
6024,1998,12,2009,898445,76775,975220,29909
6024,1998,13,2010,909251,22785,932037,10806
6024,1998,14,2011,909251,1265,910517,0
6024,1998,15,2012,1121850,414317,1536167,212599
6024,1998,16,2013,1121850,3238,1125087,0
6024,1998,17,2014,1121850,183,1122033,0
6024,1998,18,2015,1121850,924,1122773,0
6024,1998,19,2016,1121850,0,1121850,0
6024,1998,20,2017,1121850,0,1121850,0
6025,1998,1,1998,805,1271132,1271937,805
6025,1998,2,1999,805,768105,768910,0
6025,1998,3,2000,17447,1028689,1046136,16642
6025,1998,4,2001,97063,1216734,1313797,79616
6025,1998,5,2002,171345,911478,1082823,74282
6025,1998,6,2003,583026,868243,1451268,411681
6025,1998,7,2004,583026,741115,1324141,0
6025,1998,8,2005,583026,437234,1020260,0
6025,1998,9,2006,975594,958619,1934213,392568
6025,1998,10,2007,975594,187199,1162793,0
6025,1998,11,2008,975594,50318,1025912,0
6025,1998,12,2009,975594,91815,1067409,0
6025,1998,13,2010,975594,8127,983721,0
6025,1998,14,2011,975594,3621,979215,0
6025,1998,15,2012,975594,5431,981026,0
6025,1998,16,2013,975594,20,975614,0
6025,1998,17,2014,975594,0,975594,0
6025,1998,18,2015,975594,8,975602,0
6025,1998,19,2016,975594,1634,977228,0
6025,1998,20,2017,975594,1,975595,0
6026,1998,1,1998,40,1016801,1016841,40
6026,1998,2,1999,1027,767836,768863,987
6026,1998,3,2000,10773,847046,857819,9746
6026,1998,4,2001,130525,967226,1097751,119752
6026,1998,5,2002,282356,942314,1224670,151831
6026,1998,6,2003,282356,441025,723381,0
6026,1998,7,2004,680607,974780,1655387,398251
6026,1998,8,2005,709158,779623,1488781,28551
6026,1998,9,2006,709158,338855,1048012,0
6026,1998,10,2007,709158,106866,816024,0
6026,1998,11,2008,709158,64193,773351,0
6026,1998,12,2009,995945,274472,1270417,286787
6026,1998,13,2010,995945,282340,1278285,0
6026,1998,14,2011,995945,36357,1032302,0
6026,1998,15,2012,995945,9186,1005131,0
6026,1998,16,2013,995945,6313,1002258,0
6026,1998,17,2014,995945,7,995952,0
6026,1998,18,2015,995945,3,995948,0
6026,1998,19,2016,995945,0,995946,0
6026,1998,20,2017,995945,3,995948,0
6027,1998,1,1998,3276,658959,662235,3276
6027,1998,2,1999,3276,753438,756714,0
6027,1998,3,2000,63294,1195150,1258444,60018
6027,1998,4,2001,261791,1036540,1298330,198497
6027,1998,5,2002,301201,1098317,1399518,39410
6027,1998,6,2003,301201,442400,743601,0
6027,1998,7,2004,478233,622669,1100901,177032
6027,1998,8,2005,478233,366776,845008,0
6027,1998,9,2006,478233,212182,690414,0
6027,1998,10,2007,478233,150241,628474,0
6027,1998,11,2008,478233,47430,525662,0
6027,1998,12,2009,694521,67642,762162,216288
6027,1998,13,2010,694521,2435,696956,0
6027,1998,14,2011,694521,5775,700296,0
6027,1998,15,2012,694521,10,694530,0
6027,1998,16,2013,775527,529,776057,81006
6027,1998,17,2014,775527,15,775543,0
6027,1998,18,2015,843683,82,843765,68156
6027,1998,19,2016,843683,0,843684,0
6027,1998,20,2017,845853,10,845864,2170
6028,1998,1,1998,204,1110145,1110350,204
6028,1998,2,1999,718,681975,682692,514
6028,1998,3,2000,74498,780269,854767,73780
6028,1998,4,2001,319033,836943,1155976,244535
6028,1998,5,2002,319033,766091,1085124,0
6028,1998,6,2003,416628,1054226,1470853,97595
6028,1998,7,2004,601905,578511,1180415,185277
6028,1998,8,2005,601905,585585,1187489,0
6028,1998,9,2006,605462,273533,878994,3557
6028,1998,10,2007,605462,162783,768245,0
6028,1998,11,2008,605462,66421,671883,0
6028,1998,12,2009,679090,29056,708146,73628
6028,1998,13,2010,725091,112454,837545,46001
6028,1998,14,2011,725091,4534,729625,0
6028,1998,15,2012,725091,956560,1681651,0
6028,1998,16,2013,725091,55,725146,0
6028,1998,17,2014,725091,93,725184,0
6028,1998,18,2015,725091,5,725096,0
6028,1998,19,2016,725091,4,725095,0
6028,1998,20,2017,725091,136,725227,0
6029,1998,1,1998,4,1025455,1025459,4
6029,1998,2,1999,2369,836155,838523,2365
6029,1998,3,2000,175143,968330,1143474,172774
6029,1998,4,2001,175143,1017196,1192340,0
6029,1998,5,2002,215594,914350,1129945,40451
6029,1998,6,2003,392289,679547,1071836,176695
6029,1998,7,2004,392289,616750,1009039,0
6029,1998,8,2005,392289,374023,766312,0
6029,1998,9,2006,602165,348853,951018,209876
6029,1998,10,2007,602165,153640,755804,0
6029,1998,11,2008,602165,100070,702235,0
6029,1998,12,2009,670740,71525,742265,68575
6029,1998,13,2010,756894,33413,790307,86154
6029,1998,14,2011,797425,139789,937214,40531
6029,1998,15,2012,797425,66101,863527,0
6029,1998,16,2013,797425,97444,894869,0
6029,1998,17,2014,797425,8,797433,0
6029,1998,18,2015,797425,445,797870,0
6029,1998,19,2016,797425,44,797470,0
6029,1998,20,2017,797425,11,797437,0
6030,1998,1,1998,71,1186325,1186396,71
6030,1998,2,1999,1037,808970,810007,966
6030,1998,3,2000,8585,1033251,1041836,7548
6030,1998,4,2001,146053,1523559,1669612,137468
6030,1998,5,2002,407771,1066452,1474223,261718
6030,1998,6,2003,462606,1927077,2389682,54835
6030,1998,7,2004,706343,793505,1499848,243737
6030,1998,8,2005,706343,386045,1092389,0
6030,1998,9,2006,706343,198275,904618,0
6030,1998,10,2007,706343,127002,833345,0
6030,1998,11,2008,706343,63353,769697,0
6030,1998,12,2009,706343,20581,726924,0
6030,1998,13,2010,706343,2547,708890,0
6030,1998,14,2011,805912,4666,810578,99569
6030,1998,15,2012,843369,2348,845717,37457
6030,1998,16,2013,844392,477,844870,1023
6030,1998,17,2014,844392,1,844394,0
6030,1998,18,2015,844392,21,844413,0
6030,1998,19,2016,844392,1,844393,0
6030,1998,20,2017,844392,0,844392,0
6031,1998,1,1998,1197,849097,850294,1197
6031,1998,2,1999,8196,528889,537084,6999
6031,1998,3,2000,95216,1029638,1124854,87020
6031,1998,4,2001,97657,795535,893192,2441
6031,1998,5,2002,154586,694902,849488,56929
6031,1998,6,2003,589602,1213856,1803458,435016
6031,1998,7,2004,589602,684882,1274484,0
6031,1998,8,2005,589602,467926,1057528,0
